"response_id","weight_daily_national_13plus","weight_state_weekly","weight_state_monthly"
"13222320391",1.95947177069468,4.80088965126713,1.47363741114384
"13225288975",0.639008709520609,0.671777557364423,0.780644847404572
"13225374599",0.827315081445067,1.43074750090991,1.80843247499158
"13225379781",3.07787601350847,2.49603035459748,2.90782731313981
"13225389231",0.386097156695243,1.08507957912541,1.82225064210846
"13225389357",0.790165632650237,1.45338651185784,0.761294652141149
"13225392419",3.05842746868761,1.88486139911333,1.77420768470584
"13225395492",1.56876743699173,1.31026795568951,1.53153962323723
"13225396917",0.341977852586999,0.677222455652128,0.432667298076712
"13225397586",0.296555364189179,0.369986728626017,0.421683475461757
"13225399936",1.81696243666559,3.22607121263954,1.75258691679733
"13225403888",0.679886014131955,0.33057188551012,0.785657840953417
"13225404386",1.20633464335546,2.69302361795772,1.00645362433009
"13225409528",0.956280579695574,0.365792046646676,0.823917869150944
"13225413745",0.411488813567898,1.09343898771048,0.738318597694251
"13225414817",0.167700331273236,0.0076403024629513,0.280332521166172
"13225415748",0.563685942806381,0.673521096953152,0.691361645206256
"13225417837",1.00778307503371,1.33953790857468,1.01228318717078
"13225419038",0.264132713190501,0.213910093726047,0.258451739732252
"13225419464",2.09128369418822,1.05078780434664,1.39478864820345
"13225420360",0.849783678443448,0.768501715953128,1.06635874013753
"13225422726",1.1120952479936,0.42085341572249,0.703480584628592
"13225423998",1.61868218999775,2.6037768026095,3.57879533381479
"13225425501",0.624512446947088,0.544054672536872,0.297278459819954
"13225427259",4.66435201393404,4.77449425687927,1.78967210652035
"13225427672",0.321469307490573,0.410891802901207,0.551107711720278
"13225428265",0.207576229369499,0.551746132335255,0.278022728086089
"13225430767",0.933142389458189,3.18096573405584,1.50151390076707
"13225433303",1.83669357181501,1.76924653661901,2.73442723399298
"13225438973",0.281406953172558,0.160133840891009,0.78605406523865
"13225440465",0.770958023808389,0.7181965323391,0.956268819085626
"13225441967",1.59984113406347,1.55745640849362,1.48313220903554
"13225442051",0.784421239904623,0.485071728882532,0.598263541949522
"13225443507",0.307023475338994,0.3632562484311,0.383960243212021
"13225446484",0.211189664357645,0.552885176807551,0.686502184990482
"13225462361",0.603072208808249,0.789953814678098,1.13280207201287
"13225466683",1.6396171690897,0.56367504986381,2.5718946461531
"13225480508",0.623108189273149,0.843424777048909,0.746228712173139
"13225481100",0.451810227870132,0.637257554335548,0.646371515552303
"13225497042",0.339449576929896,0.944090706724433,0.417093501617761
"13225503520",0.957275708342132,0.217408252013341,0.625622001058423
"13225511794",0.198011064235221,0.325681393077158,0.284728613123695
"13225521321",1.80504035975184,4.2001642684079,2.60195673156176
"13225525381",2.15840494000153,1.86908024569828,2.61761409252774
"13225531085",0.200549770864565,0.736403585341648,0.875406421507379
"13225538266",0.545723646826863,1.27303786629596,1.5969839927145
"13225539418",0.478157700564268,1.14283634840176,1.56142301344437
"13225541519",0.93475729469636,0.356364384416366,0.713494997747343
"13225546307",1.21557585724767,0.910765776635803,1.01120060038893
"13225550666",1.56879315830903,1.07226362483921,0.887264443383555
"13225560954",0.694916091056099,0.908769464541785,1.00247691952091
"13225574628",1.25872022293724,0.944898225939032,1.10457557934802
"13225581646",1.40774530469563,0.718347360117288,0.531415416896707
"13225582821",3.00027012772905,2.55714303328954,2.2827538035508
"13225590394",1.25625821957131,1.71221529034945,1.56427135890339
"13225600183",1.72384261765655,3.01963956832882,3.09723831646635
"13225607799",1.31134701066563,1.96175111360112,0.836346588899758
"13225609059",1.00087477186123,1.3280540174358,1.00630356065713
"13225626368",0.834632695547924,1.00550057292645,0.94196338686758
"13225636820",0.313393767137955,0.316462655660724,0.493354380400112
"13225642926",4.66435201393404,2.31841005148609,1.80088773620333
"13225646373",0.594092796765873,0.544325440508656,0.810380010012565
"13225652371",1.96221495549658,3.51616549124417,2.44787007990669
"13225661406",0.52676883373602,0.424448436119969,0.782117279297285
"13225684607",0.414114927579312,0.254498098038215,0.419667249771497
"13225697712",0.559666590312785,0.111967860594549,0.231935545119834
"13225728996",0.848463874532603,0.837271662110582,0.648546835868369
"13225765935",0.553136948581637,0.757029368619021,0.737776742274775
"13225777741",0.861651082793452,1.11230835581921,1.46286072314111
"13225782325",0.440158654722349,0.312663849493795,0.241864197039921
"13225784399",0.461869798812386,0.481692507777239,0.751380096566879
"13225790053",0.426719778973103,0.423889714757373,0.358903402469863
"13225820743",0.439769508989942,1.01660050698785,0.647726990737167
"13225825649",1.19556299019306,0.807595837915305,0.696966126527565
"13225825761",0.399101402899971,1.84622470821569,0.808602847406192
"13225834582",2.67249807815768,4.07092281186489,2.21337821143586
"13225834876",0.472613883405275,1.08036130328806,0.756087055980879
"13225852199",1.72657718645368,1.17446540625505,1.09367792387916
"13225854571",2.30307150640859,2.93686324519162,2.10141393484992
"13225859077",1.1386701934815,0.356481354554076,0.779282489273844
"13225861630",0.561004274436898,0.299938040891749,0.589181786110943
"13225863277",0.522348038766293,0.452328677383368,0.421744309807093
"13225865968",0.257026095363858,0.425196681495019,0.573793306674187
"13225871233",7.89986371219183,NA,NA
"13225883437",0.264646620044785,0.30428362141617,0.406648674066628
"13225884147",0.711052290323249,0.747247332290167,0.470341757756354
"13225889145",0.223831343784873,0.279519906150372,0.503872378181976
"13225890747",0.430676030584001,0.781975393496395,0.754728128944087
"13225896926",0.378113457183289,0.211659702528325,0.380803532147793
